Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Total Enrollment (Secondary Schools),0.00,,2.00,0.00,10.00,235.00,0.00,0.00,247.00,38.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,2.00,115.00,0.00,0.00,117.00,<=2,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Total Enrollment (Secondary Schools),0.00,,2.00,0.00,13.00,331.00,0.00,2.00,348.00,<=2,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Total Enrollment (Secondary Schools),2.00,,0.00,0.00,2.00,331.00,0.00,2.00,337.00,56.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2013,Enrollment in AP classes,0.00,,0.00,0.00,0.00,25.00,0.00,0.00,25.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,8.00,0.00,0.00,8.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,14.00,<=2,<=2,14.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,7.00,247.00,0.00,2.00,256.00,41.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2013,Enrollment in AP classes,0.00,,0.00,0.00,0.00,67.00,0.00,0.00,67.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,31.00,0.00,0.00,31.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,34.00,0.00,0.00,34.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,11.00,<=2,<=2,11.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,23.00,<=2,<=2,23.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2013,Total Enrollment (Secondary Schools),0.00,,2.00,0.00,4.00,322.00,0.00,4.00,332.00,38.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2013,Enrollment in AP classes,0.00,,0.00,0.00,4.00,19.00,0.00,0.00,23.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,4.00,16.00,0.00,0.00,20.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,2.00,0.00,0.00,2.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,7.00,<=2,<=2,7.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,8.00,<=2,<=2,8.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,13.00,286.00,2.00,2.00,303.00,41.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2013,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2013,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2013,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2013,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2013,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,13.00,292.00,2.00,2.00,309.00,38.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2013,Enrollment in AP classes,0.00,,0.00,0.00,0.00,40.00,0.00,2.00,42.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,34.00,0.00,0.00,34.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,7.00,0.00,2.00,9.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,32.00,<=2,<=2,32.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,2.00,238.00,0.00,2.00,242.00,32.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2013,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2013,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2013,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2013,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2013,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,2.00,28.00,40.00,4.00,74.00,65.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2013,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2013,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2013,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2013,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2013,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,2.00,235.00,0.00,2.00,239.00,7.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH METRO PSYCHOEDUCATIONAL PROGRAM,130012003889,2013,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH METRO PSYCHOEDUCATIONAL PROGRAM,130012003889,2013,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH METRO PSYCHOEDUCATIONAL PROGRAM,130012003889,2013,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH METRO PSYCHOEDUCATIONAL PROGRAM,130012003889,2013,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH METRO PSYCHOEDUCATIONAL PROGRAM,130012003889,2013,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH METRO PSYCHOEDUCATIONAL PROGRAM,130012003889,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,58.00,0.00,0.00,58.00,59.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2013,Enrollment in AP classes,0.00,,0.00,0.00,4.00,25.00,0.00,2.00,31.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,2.00,7.00,0.00,0.00,9.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,4.00,19.00,0.00,2.00,25.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,4.00,<=2,<=2,4.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2013,Total Enrollment (Secondary Schools),2.00,,0.00,0.00,4.00,283.00,0.00,2.00,291.00,47.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2013,Enrollment in AP classes,0.00,,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,7.00,0.00,0.00,7.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,7.00,<=2,<=2,7.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2013,Total Enrollment (Secondary Schools),2.00,,0.00,0.00,4.00,337.00,0.00,2.00,345.00,56.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2013,Enrollment in AP classes,0.00,,0.00,0.00,0.00,86.00,0.00,2.00,88.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,38.00,0.00,2.00,40.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,50.00,0.00,2.00,52.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,37.00,<=2,<=2,37.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,2.00,278.00,0.00,5.00,285.00,25.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY HIGH SCHOOL AT BENJAMIN S. CARSON,130012003985,2013,Enrollment in AP classes,0.00,,0.00,0.00,0.00,35.00,0.00,0.00,35.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY HIGH SCHOOL AT BENJAMIN S. CARSON,130012003985,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,14.00,0.00,0.00,14.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY HIGH SCHOOL AT BENJAMIN S. CARSON,130012003985,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY HIGH SCHOOL AT BENJAMIN S. CARSON,130012003985,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY HIGH SCHOOL AT BENJAMIN S. CARSON,130012003985,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,13.00,<=2,<=2,13.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY HIGH SCHOOL AT BENJAMIN S. CARSON,130012003985,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,245.00,0.00,2.00,247.00,34.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012004059,2013,Enrollment in AP classes,0.00,,0.00,0.00,2.00,100.00,4.00,2.00,108.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012004059,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,2.00,82.00,4.00,2.00,90.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012004059,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,2.00,19.00,0.00,0.00,21.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012004059,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,23.00,<=2,<=2,23.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012004059,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,62.00,<=2,<=2,62.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012004059,2013,Total Enrollment (Secondary Schools),2.00,,0.00,0.00,7.00,358.00,4.00,2.00,373.00,20.00,0.00
GA,Atlanta Public Schools,GA,Mays High School,130012001865,2015,Enrollment in AP classes,0.00,,4.00,0.00,7.00,343.00,2.00,2.00,358.00,13.00,2.00
GA,Atlanta Public Schools,GA,Mays High School,130012001865,2015,Taking AP tests for some AP courses taken,0.00,,2.00,0.00,2.00,115.00,0.00,0.00,119.00,2.00,2.00
GA,Atlanta Public Schools,GA,Mays High School,130012001865,2015,Students who took AP courses but did not take any AP tests,0.00,,4.00,0.00,4.00,229.00,2.00,2.00,241.00,10.00,0.00
GA,Atlanta Public Schools,GA,Mays High School,130012001865,2015,Passing some AP tests taken,<=2,,<=2,<=2,<=2,14.00,<=2,<=2,14.00,<=2,<=2
GA,Atlanta Public Schools,GA,Mays High School,130012001865,2015,Passing no AP tests taken,<=2,,<=2,<=2,<=2,98.00,<=2,<=2,98.00,<=2,<=2
GA,Atlanta Public Schools,GA,Mays High School,130012001865,2015,Total Enrollment (Secondary Schools),0.00,,4.00,0.00,37.00,1681.00,4.00,4.00,1730.00,200.00,22.00
GA,Atlanta Public Schools,GA,South Atlanta School of Health and Medical Science,130012003567,2015,Enrollment in AP classes,0.00,,0.00,0.00,4.00,34.00,0.00,0.00,38.00,0.00,0.00
GA,Atlanta Public Schools,GA,South Atlanta School of Health and Medical Science,130012003567,2015,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,4.00,31.00,0.00,0.00,35.00,0.00,0.00
GA,Atlanta Public Schools,GA,South Atlanta School of Health and Medical Science,130012003567,2015,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00
GA,Atlanta Public Schools,GA,South Atlanta School of Health and Medical Science,130012003567,2015,Passing some AP tests taken,<=2,,<=2,<=2,<=2,4.00,<=2,<=2,4.00,<=2,<=2
GA,Atlanta Public Schools,GA,South Atlanta School of Health and Medical Science,130012003567,2015,Passing no AP tests taken,<=2,,<=2,<=2,<=2,26.00,<=2,<=2,26.00,<=2,<=2
GA,Atlanta Public Schools,GA,South Atlanta School of Health and Medical Science,130012003567,2015,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,19.00,259.00,0.00,2.00,280.00,38.00,7.00
GA,Atlanta Public Schools,GA,Hillside Conant School,130012003660,2015,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Hillside Conant School,130012003660,2015,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Hillside Conant School,130012003660,2015,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Hillside Conant School,130012003660,2015,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Hillside Conant School,130012003660,2015,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Hillside Conant School,130012003660,2015,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,2.00,16.00,46.00,2.00,66.00,44.00,0.00
GA,Atlanta Public Schools,GA,KIPP Atlanta Collegiate,130012004059,2015,Enrollment in AP classes,0.00,,0.00,0.00,2.00,115.00,0.00,0.00,117.00,0.00,0.00
GA,Atlanta Public Schools,GA,KIPP Atlanta Collegiate,130012004059,2015,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,2.00,112.00,0.00,0.00,114.00,0.00,0.00
GA,Atlanta Public Schools,GA,KIPP Atlanta Collegiate,130012004059,2015,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00
GA,Atlanta Public Schools,GA,KIPP Atlanta Collegiate,130012004059,2015,Passing some AP tests taken,<=2,,<=2,<=2,<=2,35.00,<=2,<=2,35.00,<=2,<=2
GA,Atlanta Public Schools,GA,KIPP Atlanta Collegiate,130012004059,2015,Passing no AP tests taken,<=2,,<=2,<=2,<=2,77.00,<=2,<=2,77.00,<=2,<=2
GA,Atlanta Public Schools,GA,KIPP Atlanta Collegiate,130012004059,2015,Total Enrollment (Secondary Schools),0.00,,2.00,0.00,7.00,625.00,0.00,4.00,638.00,59.00,0.00
GA,Atlanta Public Schools,GA,Atlanta Classical Academy,130012004145,2015,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Atlanta Classical Academy,130012004145,2015,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Atlanta Classical Academy,130012004145,2015,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Atlanta Classical Academy,130012004145,2015,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Atlanta Classical Academy,130012004145,2015,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,Atlanta Public Schools,GA,Atlanta Classical Academy,130012004145,2015,Total Enrollment (Secondary Schools),2.00,,10.00,0.00,58.00,43.00,418.00,10.00,541.00,26.00,19.00
GA,Atlanta Public Schools,GA,Charles Drew Charter School JA/SA,130012004161,2015,Enrollment in AP classes,0.00,,2.00,0.00,0.00,73.00,4.00,0.00,79.00,2.00,0.00
GA,Atlanta Public Schools,GA,Charles Drew Charter School JA/SA,130012004161,2015,Taking AP tests for some AP courses taken,0.00,,2.00,0.00,0.00,64.00,4.00,0.00,70.00,2.00,0.00
